SRR15115262.10017186	NZ_CP012354.1
SRR15115262.9454558	NZ_CP011514.1
SRR15115262.9478542	NZ_CP037424.1
SRR15115262.9484222	NZ_CP016448.1
SRR15115262.9484222	NZ_CP016448.1
SRR15115262.9509768	NZ_CP019217.1
SRR15115262.9517043	NZ_CP022298.1
SRR15115262.9517043	NZ_CP022298.1
SRR15115262.9612756	NZ_LT629302.1
SRR15115262.9612756	NZ_LT629302.1
SRR15115262.962465	NZ_CP020369.1
SRR15115262.96576	NZ_CP044548.2
SRR15115262.9698829	NZ_CP044548.2
SRR15115262.9698829	NZ_CP044548.2
SRR15115262.9699070	NZ_CP042165.1
SRR15115262.9699070	NZ_CP042165.1
SRR15115262.9704186	NZ_CP043307.1
SRR15115262.9704186	NZ_CP043307.1
SRR15115262.9779181	NZ_CP022298.1
SRR15115262.9779181	NZ_CP022298.1
SRR15115262.9781275	NZ_CP031011.1
SRR15115262.9811363	NZ_CP051467.1
SRR15115262.9816424	NZ_CP013916.1
SRR15115262.9816424	NZ_CP013916.1
SRR15115262.9884558	NZ_CP044548.2
SRR15115262.9884558	NZ_CP044548.2
SRR15115262.9889880	NZ_CP022745.1
SRR15115262.9889880	NZ_CP022745.1
SRR15115262.9893196	NZ_CP037424.1
SRR15115262.9893196	NZ_CP037424.1
SRR15115262.9900323	NZ_CP020369.1
SRR15115262.9908291	NZ_CP011514.1
SRR15115262.9908291	NZ_CP011514.1
SRR15115262.9943831	NZ_CP017420.1
SRR15115262.9943831	NZ_CP017420.1
SRR15115262.9967477	NZ_CP046296.1
SRR15115262.9967477	NZ_CP046296.1
